Designator,Mid X,Mid Y,Rotation,Layer
C1,176.275,-99.15,0.0,bottom
C2,176.275,-102.15,0.0,bottom
C3,176.275,-100.65,0.0,bottom
C4,176.275,-103.65,0.0,bottom
C5,176.9,-105.2,0.0,bottom
C6,170.3,-104.9,270.0,top
C7,165.3,-99.85,0.0,top
C8,164.55,-101.85,270.0,top
C9,164.8,-104.05,180.0,bottom
J10,168.3,-96.63,180.0,top
J11,168.3,-106.78,180.0,top
J9,173.0,-101.7,270.0,top
R1,166.65,-104.7,180.0,bottom
R2,167.0,-106.15,90.0,bottom
U2,165.5,-101.4,90.0,bottom
